distrito,fecha,fecha_texto,precio_m2,precio_texto
El Sardinero,2008-10-01,Octubre 2008,-,n.d.
El Sardinero,2008-09-01,Septiembre 2008,-,n.d.
El Sardinero,2008-08-01,Agosto 2008,-,n.d.
El Sardinero,2008-07-01,Julio 2008,-,n.d.
El Sardinero,2008-06-01,Junio 2008,-,n.d.
El Sardinero,2008-05-01,Mayo 2008,-,n.d.
El Sardinero,2008-04-01,Abril 2008,-,n.d.
El Sardinero,2008-03-01,Marzo 2008,-,n.d.
El Sardinero,2008-02-01,Febrero 2008,-,n.d.
El Sardinero,2008-01-01,Enero 2008,-,n.d.
El Sardinero,2007-12-01,Diciembre 2007,-,n.d.
El Sardinero,2007-11-01,Noviembre 2007,-,n.d.
El Sardinero,2007-10-01,Octubre 2007,-,n.d.
El Sardinero,2007-09-01,Septiembre 2007,-,n.d.
El Sardinero,2007-08-01,Agosto 2007,-,n.d.
El Sardinero,2007-07-01,Julio 2007,-,n.d.
El Sardinero,2007-06-01,Junio 2007,-,n.d.
El Sardinero,2007-05-01,Mayo 2007,-,n.d.
El Sardinero,2007-04-01,Abril 2007,-,n.d.
El Sardinero,2007-03-01,Marzo 2007,-,n.d.
El Sardinero,2007-02-01,Febrero 2007,-,n.d.
El Sardinero,2007-01-01,Enero 2007,-,n.d.
El Sardinero,2006-12-01,Diciembre 2006,-,n.d.
El Sardinero,2006-11-01,Noviembre 2006,-,n.d.
El Sardinero,2006-10-01,Octubre 2006,-,n.d.
El Sardinero,2006-09-01,Septiembre 2006,-,n.d.
El Sardinero,2006-08-01,Agosto 2006,-,n.d.
El Sardinero,2006-07-01,Julio 2006,-,n.d.
El Sardinero,2006-06-01,Junio 2006,-,n.d.
El Sardinero,2006-05-01,Mayo 2006,-,n.d.
El Sardinero,2006-04-01,Abril 2006,-,n.d.
El Sardinero,2006-03-01,Marzo 2006,-,n.d.
El Sardinero,2006-02-01,Febrero 2006,-,n.d.
El Sardinero,2006-01-01,Enero 2006,-,n.d.
General Dávila,2025-10-01,Octubre 2025,3029.52,3.030 €/m2
General Dávila,2025-09-01,Septiembre 2025,-,n.d.
General Dávila,2025-08-01,Agosto 2025,-,n.d.
General Dávila,2025-07-01,Julio 2025,2768.78,2.769 €/m2
General Dávila,2025-06-01,Junio 2025,2630.49,2.630 €/m2
General Dávila,2025-05-01,Mayo 2025,2654.56,2.655 €/m2
General Dávila,2025-04-01,Abril 2025,2561.61,2.562 €/m2
General Dávila,2025-03-01,Marzo 2025,2428.56,2.429 €/m2
General Dávila,2025-02-01,Febrero 2025,2479.12,2.479 €/m2
General Dávila,2025-01-01,Enero 2025,2363.91,2.364 €/m2
General Dávila,2024-12-01,Diciembre 2024,2422.06,2.422 €/m2
General Dávila,2024-11-01,Noviembre 2024,2419.67,2.420 €/m2
General Dávila,2024-10-01,Octubre 2024,2420.29,2.420 €/m2
General Dávila,2024-09-01,Septiembre 2024,2385.51,2.386 €/m2
General Dávila,2024-08-01,Agosto 2024,2337.91,2.338 €/m2
General Dávila,2024-07-01,Julio 2024,2238.88,2.239 €/m2
General Dávila,2024-06-01,Junio 2024,2183.5,2.184 €/m2
General Dávila,2024-05-01,Mayo 2024,2150.68,2.151 €/m2
General Dávila,2024-04-01,Abril 2024,2154.01,2.154 €/m2
General Dávila,2024-03-01,Marzo 2024,2161.49,2.161 €/m2
General Dávila,2024-02-01,Febrero 2024,2163.03,2.163 €/m2
General Dávila,2024-01-01,Enero 2024,2142.76,2.143 €/m2
General Dávila,2023-12-01,Diciembre 2023,2048.56,2.049 €/m2
General Dávila,2023-11-01,Noviembre 2023,2046.23,2.046 €/m2
General Dávila,2023-10-01,Octubre 2023,2028.67,2.029 €/m2
General Dávila,2023-09-01,Septiembre 2023,2013.04,2.013 €/m2
General Dávila,2023-08-01,Agosto 2023,1985.68,1.986 €/m2
General Dávila,2023-07-01,Julio 2023,1953.32,1.953 €/m2
General Dávila,2023-06-01,Junio 2023,1916.91,1.917 €/m2
General Dávila,2023-05-01,Mayo 2023,1853.76,1.854 €/m2
General Dávila,2023-04-01,Abril 2023,1791.84,1.792 €/m2
General Dávila,2023-03-01,Marzo 2023,1734.12,1.734 €/m2
General Dávila,2023-02-01,Febrero 2023,1787.94,1.788 €/m2
General Dávila,2023-01-01,Enero 2023,1770.95,1.771 €/m2
General Dávila,2022-12-01,Diciembre 2022,1809.7,1.810 €/m2
General Dávila,2022-11-01,Noviembre 2022,1791.34,1.791 €/m2
General Dávila,2022-10-01,Octubre 2022,1782.3,1.782 €/m2
General Dávila,2022-09-01,Septiembre 2022,1828.8,1.829 €/m2
General Dávila,2022-08-01,Agosto 2022,1813.73,1.814 €/m2
General Dávila,2022-07-01,Julio 2022,1775.89,1.776 €/m2
General Dávila,2022-06-01,Junio 2022,1776.48,1.776 €/m2
General Dávila,2022-05-01,Mayo 2022,1735.61,1.736 €/m2
General Dávila,2022-04-01,Abril 2022,1699.84,1.700 €/m2
General Dávila,2022-03-01,Marzo 2022,1712.34,1.712 €/m2
General Dávila,2022-02-01,Febrero 2022,1766.08,1.766 €/m2
General Dávila,2022-01-01,Enero 2022,1771.72,1.772 €/m2
General Dávila,2021-12-01,Diciembre 2021,1759.94,1.760 €/m2
General Dávila,2021-11-01,Noviembre 2021,1773.24,1.773 €/m2
General Dávila,2021-10-01,Octubre 2021,1742.14,1.742 €/m2
General Dávila,2021-09-01,Septiembre 2021,1775.82,1.776 €/m2
General Dávila,2021-08-01,Agosto 2021,1699.02,1.699 €/m2
General Dávila,2021-07-01,Julio 2021,1725.8,1.726 €/m2
General Dávila,2021-06-01,Junio 2021,1745.05,1.745 €/m2
General Dávila,2021-05-01,Mayo 2021,1752.63,1.753 €/m2
General Dávila,2021-04-01,Abril 2021,1742.34,1.742 €/m2
General Dávila,2021-03-01,Marzo 2021,1779.51,1.780 €/m2
General Dávila,2021-02-01,Febrero 2021,1742.32,1.742 €/m2
General Dávila,2021-01-01,Enero 2021,1784.09,1.784 €/m2
General Dávila,2020-12-01,Diciembre 2020,1784.08,1.784 €/m2
General Dávila,2020-11-01,Noviembre 2020,1789.81,1.790 €/m2
General Dávila,2020-10-01,Octubre 2020,1810.49,1.810 €/m2
General Dávila,2020-09-01,Septiembre 2020,1773.75,1.774 €/m2
General Dávila,2020-08-01,Agosto 2020,1776.86,1.777 €/m2
General Dávila,2020-07-01,Julio 2020,1795.43,1.795 €/m2
General Dávila,2020-06-01,Junio 2020,1838.41,1.838 €/m2
General Dávila,2020-05-01,Mayo 2020,1800.42,1.800 €/m2
General Dávila,2020-04-01,Abril 2020,1762.46,1.762 €/m2
General Dávila,2020-03-01,Marzo 2020,1773.56,1.774 €/m2
General Dávila,2020-02-01,Febrero 2020,1801.22,1.801 €/m2
General Dávila,2020-01-01,Enero 2020,1807.15,1.807 €/m2
General Dávila,2019-12-01,Diciembre 2019,1795.98,1.796 €/m2
General Dávila,2019-11-01,Noviembre 2019,1780.85,1.781 €/m2
General Dávila,2019-10-01,Octubre 2019,1770.33,1.770 €/m2
General Dávila,2019-09-01,Septiembre 2019,1731.66,1.732 €/m2
General Dávila,2019-08-01,Agosto 2019,1727.85,1.728 €/m2
General Dávila,2019-07-01,Julio 2019,1725.8,1.726 €/m2
General Dávila,2019-06-01,Junio 2019,1671.94,1.672 €/m2
General Dávila,2019-05-01,Mayo 2019,1666.8,1.667 €/m2
General Dávila,2019-04-01,Abril 2019,1643.26,1.643 €/m2
General Dávila,2019-03-01,Marzo 2019,1652.33,1.652 €/m2
General Dávila,2019-02-01,Febrero 2019,1627.19,1.627 €/m2
General Dávila,2019-01-01,Enero 2019,1614.92,1.615 €/m2
General Dávila,2018-12-01,Diciembre 2018,1643.38,1.643 €/m2
General Dávila,2018-11-01,Noviembre 2018,1672.46,1.672 €/m2
General Dávila,2018-10-01,Octubre 2018,1690.59,1.691 €/m2
General Dávila,2018-09-01,Septiembre 2018,1685.95,1.686 €/m2
General Dávila,2018-08-01,Agosto 2018,1629.61,1.630 €/m2
General Dávila,2018-07-01,Julio 2018,1680.84,1.681 €/m2
General Dávila,2018-06-01,Junio 2018,1692.34,1.692 €/m2
General Dávila,2018-05-01,Mayo 2018,1645.55,1.646 €/m2
General Dávila,2018-04-01,Abril 2018,1631.26,1.631 €/m2
General Dávila,2018-03-01,Marzo 2018,1628.08,1.628 €/m2
General Dávila,2018-02-01,Febrero 2018,1604.54,1.605 €/m2
General Dávila,2018-01-01,Enero 2018,1624.66,1.625 €/m2
General Dávila,2017-12-01,Diciembre 2017,1614.78,1.615 €/m2
General Dávila,2017-11-01,Noviembre 2017,1589.38,1.589 €/m2
General Dávila,2017-10-01,Octubre 2017,1585.6,1.586 €/m2
General Dávila,2017-09-01,Septiembre 2017,1583.63,1.584 €/m2
General Dávila,2017-08-01,Agosto 2017,1569.89,1.570 €/m2
General Dávila,2017-07-01,Julio 2017,1593.41,1.593 €/m2
General Dávila,2017-06-01,Junio 2017,1590.39,1.590 €/m2
General Dávila,2017-05-01,Mayo 2017,1604.94,1.605 €/m2
General Dávila,2017-04-01,Abril 2017,1597.74,1.598 €/m2
General Dávila,2017-03-01,Marzo 2017,1611.05,1.611 €/m2
General Dávila,2017-02-01,Febrero 2017,1580.95,1.581 €/m2
General Dávila,2017-01-01,Enero 2017,1589.87,1.590 €/m2
General Dávila,2016-12-01,Diciembre 2016,1592.19,1.592 €/m2
General Dávila,2016-11-01,Noviembre 2016,1629.31,1.629 €/m2
General Dávila,2016-10-01,Octubre 2016,1625.25,1.625 €/m2
General Dávila,2016-09-01,Septiembre 2016,1629.97,1.630 €/m2
General Dávila,2016-08-01,Agosto 2016,1589.7,1.590 €/m2
General Dávila,2016-07-01,Julio 2016,1632.79,1.633 €/m2
General Dávila,2016-06-01,Junio 2016,1665.28,1.665 €/m2
General Dávila,2016-05-01,Mayo 2016,1661.87,1.662 €/m2
General Dávila,2016-04-01,Abril 2016,1660.18,1.660 €/m2
General Dávila,2016-03-01,Marzo 2016,1659.99,1.660 €/m2
General Dávila,2016-02-01,Febrero 2016,1664.68,1.665 €/m2
General Dávila,2016-01-01,Enero 2016,1642.94,1.643 €/m2
General Dávila,2015-12-01,Diciembre 2015,1634.54,1.635 €/m2
General Dávila,2015-11-01,Noviembre 2015,1622.09,1.622 €/m2
General Dávila,2015-10-01,Octubre 2015,1640.58,1.641 €/m2
General Dávila,2015-09-01,Septiembre 2015,1620.93,1.621 €/m2
General Dávila,2015-08-01,Agosto 2015,1640.24,1.640 €/m2
General Dávila,2015-07-01,Julio 2015,1638.62,1.639 €/m2
General Dávila,2015-06-01,Junio 2015,1705.78,1.706 €/m2
General Dávila,2015-05-01,Mayo 2015,1709.59,1.710 €/m2
General Dávila,2015-04-01,Abril 2015,1740.74,1.741 €/m2
General Dávila,2015-03-01,Marzo 2015,1744.97,1.745 €/m2
General Dávila,2015-02-01,Febrero 2015,1774.57,1.775 €/m2
General Dávila,2015-01-01,Enero 2015,1796.85,1.797 €/m2
General Dávila,2014-12-01,Diciembre 2014,1833.12,1.833 €/m2
General Dávila,2014-11-01,Noviembre 2014,1841.26,1.841 €/m2
General Dávila,2014-10-01,Octubre 2014,1854.66,1.855 €/m2
General Dávila,2014-09-01,Septiembre 2014,1870.51,1.871 €/m2
General Dávila,2014-08-01,Agosto 2014,1844.59,1.845 €/m2
General Dávila,2014-07-01,Julio 2014,1854.89,1.855 €/m2
General Dávila,2014-06-01,Junio 2014,1847.73,1.848 €/m2
General Dávila,2014-05-01,Mayo 2014,1868.63,1.869 €/m2
General Dávila,2014-04-01,Abril 2014,1897.95,1.898 €/m2
General Dávila,2014-03-01,Marzo 2014,1912.76,1.913 €/m2
General Dávila,2014-02-01,Febrero 2014,1924.99,1.925 €/m2
General Dávila,2014-01-01,Enero 2014,1898.58,1.899 €/m2
General Dávila,2013-12-01,Diciembre 2013,1909.35,1.909 €/m2
General Dávila,2013-11-01,Noviembre 2013,1950.62,1.951 €/m2
General Dávila,2013-10-01,Octubre 2013,1996.41,1.996 €/m2
General Dávila,2013-09-01,Septiembre 2013,1996.51,1.997 €/m2
General Dávila,2013-08-01,Agosto 2013,2000.75,2.001 €/m2
General Dávila,2013-07-01,Julio 2013,2036.46,2.036 €/m2
General Dávila,2013-06-01,Junio 2013,2075.73,2.076 €/m2
General Dávila,2013-05-01,Mayo 2013,2082.92,2.083 €/m2
General Dávila,2013-04-01,Abril 2013,2089.4,2.089 €/m2
General Dávila,2013-03-01,Marzo 2013,2111.65,2.112 €/m2
General Dávila,2013-02-01,Febrero 2013,2127.22,2.127 €/m2
General Dávila,2013-01-01,Enero 2013,2149.18,2.149 €/m2
General Dávila,2012-12-01,Diciembre 2012,2154.09,2.154 €/m2
General Dávila,2012-11-01,Noviembre 2012,2160.15,2.160 €/m2
General Dávila,2012-10-01,Octubre 2012,2141.23,2.141 €/m2
General Dávila,2012-09-01,Septiembre 2012,2176.91,2.177 €/m2
General Dávila,2012-08-01,Agosto 2012,2189.2,2.189 €/m2
General Dávila,2012-07-01,Julio 2012,2221,2.221 €/m2
General Dávila,2012-06-01,Junio 2012,2252.36,2.252 €/m2
General Dávila,2012-05-01,Mayo 2012,2290.23,2.290 €/m2
General Dávila,2012-04-01,Abril 2012,2271.1,2.271 €/m2
General Dávila,2012-03-01,Marzo 2012,2227.2,2.227 €/m2
General Dávila,2012-02-01,Febrero 2012,2208.94,2.209 €/m2
General Dávila,2012-01-01,Enero 2012,2215.46,2.215 €/m2
General Dávila,2011-12-01,Diciembre 2011,2234.05,2.234 €/m2
General Dávila,2011-11-01,Noviembre 2011,2254.37,2.254 €/m2
General Dávila,2011-10-01,Octubre 2011,2262.28,2.262 €/m2
General Dávila,2011-09-01,Septiembre 2011,2260.81,2.261 €/m2
General Dávila,2011-08-01,Agosto 2011,2302.06,2.302 €/m2
General Dávila,2011-07-01,Julio 2011,2309.75,2.310 €/m2
General Dávila,2011-06-01,Junio 2011,2332.73,2.333 €/m2
General Dávila,2011-05-01,Mayo 2011,2243.78,2.244 €/m2
General Dávila,2011-04-01,Abril 2011,2233.65,2.234 €/m2
General Dávila,2011-03-01,Marzo 2011,2244.17,2.244 €/m2
General Dávila,2011-02-01,Febrero 2011,2239.78,2.240 €/m2
General Dávila,2011-01-01,Enero 2011,2242.27,2.242 €/m2
General Dávila,2010-12-01,Diciembre 2010,2235.29,2.235 €/m2
General Dávila,2010-11-01,Noviembre 2010,2191.05,2.191 €/m2
General Dávila,2010-10-01,Octubre 2010,2190.25,2.190 €/m2
General Dávila,2010-09-01,Septiembre 2010,2188.39,2.188 €/m2
General Dávila,2010-08-01,Agosto 2010,2187.5,2.188 €/m2
General Dávila,2010-07-01,Julio 2010,2186.46,2.186 €/m2
General Dávila,2010-06-01,Junio 2010,2185.47,2.185 €/m2
General Dávila,2010-05-01,Mayo 2010,2150.66,2.151 €/m2
General Dávila,2010-04-01,Abril 2010,2141.08,2.141 €/m2
General Dávila,2010-03-01,Marzo 2010,2187.5,2.188 €/m2
General Dávila,2010-02-01,Febrero 2010,2187,2.187 €/m2
General Dávila,2010-01-01,Enero 2010,2234.05,2.234 €/m2
General Dávila,2009-12-01,Diciembre 2009,-,n.d.
General Dávila,2009-11-01,Noviembre 2009,-,n.d.
General Dávila,2009-10-01,Octubre 2009,-,n.d.
General Dávila,2009-09-01,Septiembre 2009,-,n.d.
General Dávila,2009-08-01,Agosto 2009,-,n.d.
General Dávila,2009-07-01,Julio 2009,-,n.d.
General Dávila,2009-06-01,Junio 2009,-,n.d.
General Dávila,2009-05-01,Mayo 2009,-,n.d.
General Dávila,2009-04-01,Abril 2009,-,n.d.
General Dávila,2009-03-01,Marzo 2009,-,n.d.
General Dávila,2009-02-01,Febrero 2009,-,n.d.
General Dávila,2009-01-01,Enero 2009,-,n.d.
General Dávila,2008-12-01,Diciembre 2008,-,n.d.
General Dávila,2008-11-01,Noviembre 2008,-,n.d.
General Dávila,2008-10-01,Octubre 2008,-,n.d.
General Dávila,2008-09-01,Septiembre 2008,-,n.d.
General Dávila,2008-08-01,Agosto 2008,-,n.d.
General Dávila,2008-07-01,Julio 2008,-,n.d.
General Dávila,2008-06-01,Junio 2008,-,n.d.
General Dávila,2008-05-01,Mayo 2008,-,n.d.
General Dávila,2008-04-01,Abril 2008,-,n.d.
General Dávila,2008-03-01,Marzo 2008,-,n.d.
General Dávila,2008-02-01,Febrero 2008,-,n.d.
General Dávila,2008-01-01,Enero 2008,-,n.d.
General Dávila,2007-12-01,Diciembre 2007,-,n.d.
General Dávila,2007-11-01,Noviembre 2007,-,n.d.
General Dávila,2007-10-01,Octubre 2007,-,n.d.
General Dávila,2007-09-01,Septiembre 2007,-,n.d.
General Dávila,2007-08-01,Agosto 2007,-,n.d.
General Dávila,2007-07-01,Julio 2007,-,n.d.
General Dávila,2007-06-01,Junio 2007,-,n.d.
General Dávila,2007-05-01,Mayo 2007,-,n.d.
General Dávila,2007-04-01,Abril 2007,-,n.d.
General Dávila,2007-03-01,Marzo 2007,-,n.d.
General Dávila,2007-02-01,Febrero 2007,-,n.d.
General Dávila,2007-01-01,Enero 2007,-,n.d.
General Dávila,2006-12-01,Diciembre 2006,-,n.d.
General Dávila,2006-11-01,Noviembre 2006,-,n.d.
General Dávila,2006-10-01,Octubre 2006,-,n.d.
General Dávila,2006-09-01,Septiembre 2006,-,n.d.
General Dávila,2006-08-01,Agosto 2006,-,n.d.
General Dávila,2006-07-01,Julio 2006,-,n.d.
General Dávila,2006-06-01,Junio 2006,-,n.d.
General Dávila,2006-05-01,Mayo 2006,-,n.d.
General Dávila,2006-04-01,Abril 2006,-,n.d.
General Dávila,2006-03-01,Marzo 2006,-,n.d.
General Dávila,2006-02-01,Febrero 2006,-,n.d.
General Dávila,2006-01-01,Enero 2006,-,n.d.
Numancia - San Fernando,2025-10-01,Octubre 2025,-,n.d.
Numancia - San Fernando,2025-09-01,Septiembre 2025,-,n.d.
Numancia - San Fernando,2025-08-01,Agosto 2025,2752.72,2.753 €/m2
Numancia - San Fernando,2025-07-01,Julio 2025,2670.83,2.671 €/m2
Numancia - San Fernando,2025-06-01,Junio 2025,2588.94,2.589 €/m2
Numancia - San Fernando,2025-05-01,Mayo 2025,2524.28,2.524 €/m2
Numancia - San Fernando,2025-04-01,Abril 2025,2459.62,2.460 €/m2
Numancia - San Fernando,2025-03-01,Marzo 2025,2394.96,2.395 €/m2
Numancia - San Fernando,2025-02-01,Febrero 2025,2352.39,2.352 €/m2
Numancia - San Fernando,2025-01-01,Enero 2025,2340.83,2.341 €/m2
Numancia - San Fernando,2024-12-01,Diciembre 2024,2325.18,2.325 €/m2
Numancia - San Fernando,2024-11-01,Noviembre 2024,2264.26,2.264 €/m2
Numancia - San Fernando,2024-10-01,Octubre 2024,2282.98,2.283 €/m2
Numancia - San Fernando,2024-09-01,Septiembre 2024,2287.14,2.287 €/m2
Numancia - San Fernando,2024-08-01,Agosto 2024,2302.98,2.303 €/m2
Numancia - San Fernando,2024-07-01,Julio 2024,2275.59,2.276 €/m2
Numancia - San Fernando,2024-06-01,Junio 2024,2213.09,2.213 €/m2
Numancia - San Fernando,2024-05-01,Mayo 2024,2190.01,2.190 €/m2
Numancia - San Fernando,2024-04-01,Abril 2024,2173.13,2.173 €/m2
Numancia - San Fernando,2024-03-01,Marzo 2024,2054.3,2.054 €/m2
Numancia - San Fernando,2024-02-01,Febrero 2024,2013.73,2.014 €/m2
Numancia - San Fernando,2024-01-01,Enero 2024,2045.39,2.045 €/m2
Numancia - San Fernando,2023-12-01,Diciembre 2023,2027.67,2.028 €/m2
Numancia - San Fernando,2023-11-01,Noviembre 2023,2023.35,2.023 €/m2
Numancia - San Fernando,2023-10-01,Octubre 2023,2020.31,2.020 €/m2
Numancia - San Fernando,2023-09-01,Septiembre 2023,1948.06,1.948 €/m2
Numancia - San Fernando,2023-08-01,Agosto 2023,1969.36,1.969 €/m2
Numancia - San Fernando,2023-07-01,Julio 2023,1970.16,1.970 €/m2
Numancia - San Fernando,2023-06-01,Junio 2023,1963.85,1.964 €/m2
Numancia - San Fernando,2023-05-01,Mayo 2023,1921.2,1.921 €/m2
Numancia - San Fernando,2023-04-01,Abril 2023,1894.02,1.894 €/m2
Numancia - San Fernando,2023-03-01,Marzo 2023,1925.09,1.925 €/m2
Numancia - San Fernando,2023-02-01,Febrero 2023,1905.39,1.905 €/m2
Numancia - San Fernando,2023-01-01,Enero 2023,1851.78,1.852 €/m2
Numancia - San Fernando,2022-12-01,Diciembre 2022,1838.59,1.839 €/m2
Numancia - San Fernando,2022-11-01,Noviembre 2022,1830.37,1.830 €/m2
Numancia - San Fernando,2022-10-01,Octubre 2022,1793.51,1.794 €/m2
Numancia - San Fernando,2022-09-01,Septiembre 2022,1767.68,1.768 €/m2
Numancia - San Fernando,2022-08-01,Agosto 2022,1757.81,1.758 €/m2
Numancia - San Fernando,2022-07-01,Julio 2022,1772.58,1.773 €/m2
Numancia - San Fernando,2022-06-01,Junio 2022,1764.75,1.765 €/m2
Numancia - San Fernando,2022-05-01,Mayo 2022,1735.25,1.735 €/m2
Numancia - San Fernando,2022-04-01,Abril 2022,1727.43,1.727 €/m2
Numancia - San Fernando,2022-03-01,Marzo 2022,1767.74,1.768 €/m2
Numancia - San Fernando,2022-02-01,Febrero 2022,1715.42,1.715 €/m2
Numancia - San Fernando,2022-01-01,Enero 2022,1721.63,1.722 €/m2
Numancia - San Fernando,2021-12-01,Diciembre 2021,1736.5,1.737 €/m2
Numancia - San Fernando,2021-11-01,Noviembre 2021,1735.98,1.736 €/m2
Numancia - San Fernando,2021-10-01,Octubre 2021,1711.5,1.712 €/m2
Numancia - San Fernando,2021-09-01,Septiembre 2021,1702.42,1.702 €/m2
Numancia - San Fernando,2021-08-01,Agosto 2021,1712.1,1.712 €/m2
Numancia - San Fernando,2021-07-01,Julio 2021,1711.41,1.711 €/m2
Numancia - San Fernando,2021-06-01,Junio 2021,1710.15,1.710 €/m2
Numancia - San Fernando,2021-05-01,Mayo 2021,1672.61,1.673 €/m2
Numancia - San Fernando,2021-04-01,Abril 2021,1705.75,1.706 €/m2
Numancia - San Fernando,2021-03-01,Marzo 2021,1733.16,1.733 €/m2
Numancia - San Fernando,2021-02-01,Febrero 2021,1717.68,1.718 €/m2
Numancia - San Fernando,2021-01-01,Enero 2021,1744.17,1.744 €/m2
Numancia - San Fernando,2020-12-01,Diciembre 2020,1743.87,1.744 €/m2
Numancia - San Fernando,2020-11-01,Noviembre 2020,1756.3,1.756 €/m2
Numancia - San Fernando,2020-10-01,Octubre 2020,1756.23,1.756 €/m2
Numancia - San Fernando,2020-09-01,Septiembre 2020,1742.93,1.743 €/m2
Numancia - San Fernando,2020-08-01,Agosto 2020,1720.85,1.721 €/m2
Numancia - San Fernando,2020-07-01,Julio 2020,1707,1.707 €/m2
Numancia - San Fernando,2020-06-01,Junio 2020,1687.14,1.687 €/m2
Numancia - San Fernando,2020-05-01,Mayo 2020,1594.9,1.595 €/m2
Numancia - San Fernando,2020-04-01,Abril 2020,1598.26,1.598 €/m2
Numancia - San Fernando,2020-03-01,Marzo 2020,1627.89,1.628 €/m2
Numancia - San Fernando,2020-02-01,Febrero 2020,1647.61,1.648 €/m2
Numancia - San Fernando,2020-01-01,Enero 2020,1647.12,1.647 €/m2
Numancia - San Fernando,2019-12-01,Diciembre 2019,1632.68,1.633 €/m2
Numancia - San Fernando,2019-11-01,Noviembre 2019,1627.26,1.627 €/m2
Numancia - San Fernando,2019-10-01,Octubre 2019,1634.29,1.634 €/m2
Numancia - San Fernando,2019-09-01,Septiembre 2019,1671.67,1.672 €/m2
Numancia - San Fernando,2019-08-01,Agosto 2019,1678.95,1.679 €/m2
Numancia - San Fernando,2019-07-01,Julio 2019,1678.28,1.678 €/m2
Numancia - San Fernando,2019-06-01,Junio 2019,1651.59,1.652 €/m2
Numancia - San Fernando,2019-05-01,Mayo 2019,1646.57,1.647 €/m2
Numancia - San Fernando,2019-04-01,Abril 2019,1652.33,1.652 €/m2
Numancia - San Fernando,2019-03-01,Marzo 2019,1637.13,1.637 €/m2
Numancia - San Fernando,2019-02-01,Febrero 2019,1652.42,1.652 €/m2
Numancia - San Fernando,2019-01-01,Enero 2019,1618.36,1.618 €/m2
Numancia - San Fernando,2018-12-01,Diciembre 2018,1599.04,1.599 €/m2
Numancia - San Fernando,2018-11-01,Noviembre 2018,1589.42,1.589 €/m2
Numancia - San Fernando,2018-10-01,Octubre 2018,1629.36,1.629 €/m2
Numancia - San Fernando,2018-09-01,Septiembre 2018,1639.61,1.640 €/m2
Numancia - San Fernando,2018-08-01,Agosto 2018,1621.87,1.622 €/m2
Numancia - San Fernando,2018-07-01,Julio 2018,1617.46,1.617 €/m2
Numancia - San Fernando,2018-06-01,Junio 2018,1637.26,1.637 €/m2
Numancia - San Fernando,2018-05-01,Mayo 2018,1621.56,1.622 €/m2
Numancia - San Fernando,2018-04-01,Abril 2018,1570.89,1.571 €/m2
Numancia - San Fernando,2018-03-01,Marzo 2018,1581.99,1.582 €/m2
Numancia - San Fernando,2018-02-01,Febrero 2018,1579.39,1.579 €/m2
Numancia - San Fernando,2018-01-01,Enero 2018,1572.43,1.572 €/m2
Numancia - San Fernando,2017-12-01,Diciembre 2017,1575.01,1.575 €/m2
Numancia - San Fernando,2017-11-01,Noviembre 2017,1591.18,1.591 €/m2
Numancia - San Fernando,2017-10-01,Octubre 2017,1573.53,1.574 €/m2
Numancia - San Fernando,2017-09-01,Septiembre 2017,1555.07,1.555 €/m2
Numancia - San Fernando,2017-08-01,Agosto 2017,1553.99,1.554 €/m2
Numancia - San Fernando,2017-07-01,Julio 2017,1538.55,1.539 €/m2
Numancia - San Fernando,2017-06-01,Junio 2017,1489.31,1.489 €/m2
Numancia - San Fernando,2017-05-01,Mayo 2017,1490.37,1.490 €/m2
Numancia - San Fernando,2017-04-01,Abril 2017,1505.19,1.505 €/m2
Numancia - San Fernando,2017-03-01,Marzo 2017,1512.09,1.512 €/m2
Numancia - San Fernando,2017-02-01,Febrero 2017,1509.19,1.509 €/m2
Numancia - San Fernando,2017-01-01,Enero 2017,1505.41,1.505 €/m2
Numancia - San Fernando,2016-12-01,Diciembre 2016,1503.88,1.504 €/m2
Numancia - San Fernando,2016-11-01,Noviembre 2016,1497.5,1.498 €/m2
Numancia - San Fernando,2016-10-01,Octubre 2016,1492.4,1.492 €/m2
Numancia - San Fernando,2016-09-01,Septiembre 2016,1510.2,1.510 €/m2
Numancia - San Fernando,2016-08-01,Agosto 2016,1503.62,1.504 €/m2
Numancia - San Fernando,2016-07-01,Julio 2016,1523.76,1.524 €/m2
Numancia - San Fernando,2016-06-01,Junio 2016,1547.31,1.547 €/m2
Numancia - San Fernando,2016-05-01,Mayo 2016,1517.78,1.518 €/m2
Numancia - San Fernando,2016-04-01,Abril 2016,1540.37,1.540 €/m2
Numancia - San Fernando,2016-03-01,Marzo 2016,1510.99,1.511 €/m2
Numancia - San Fernando,2016-02-01,Febrero 2016,1547.69,1.548 €/m2
Numancia - San Fernando,2016-01-01,Enero 2016,1571.45,1.571 €/m2
Numancia - San Fernando,2015-12-01,Diciembre 2015,1575.89,1.576 €/m2
Numancia - San Fernando,2015-11-01,Noviembre 2015,1582.55,1.583 €/m2
Numancia - San Fernando,2015-10-01,Octubre 2015,1581.41,1.581 €/m2
Numancia - San Fernando,2015-09-01,Septiembre 2015,1593.86,1.594 €/m2
Numancia - San Fernando,2015-08-01,Agosto 2015,1587.77,1.588 €/m2
Numancia - San Fernando,2015-07-01,Julio 2015,1581.37,1.581 €/m2
Numancia - San Fernando,2015-06-01,Junio 2015,1601.99,1.602 €/m2
Numancia - San Fernando,2015-05-01,Mayo 2015,1659.29,1.659 €/m2
