municipio,fecha,fecha_texto,precio_m2,precio_texto
Suances,2018-01-01,Enero 2018,1534.01,1.534 €/m2
Suances,2017-12-01,Diciembre 2017,1529.71,1.530 €/m2
Suances,2017-11-01,Noviembre 2017,1517.96,1.518 €/m2
Suances,2017-10-01,Octubre 2017,1504.74,1.505 €/m2
Suances,2017-09-01,Septiembre 2017,1520.02,1.520 €/m2
Suances,2017-08-01,Agosto 2017,1493.17,1.493 €/m2
Suances,2017-07-01,Julio 2017,1484.36,1.484 €/m2
Suances,2017-06-01,Junio 2017,1490.45,1.490 €/m2
Suances,2017-05-01,Mayo 2017,1492.25,1.492 €/m2
Suances,2017-04-01,Abril 2017,1498.39,1.498 €/m2
Suances,2017-03-01,Marzo 2017,1501.22,1.501 €/m2
Suances,2017-02-01,Febrero 2017,1500.19,1.500 €/m2
Suances,2017-01-01,Enero 2017,1496.07,1.496 €/m2
Suances,2016-12-01,Diciembre 2016,1509.04,1.509 €/m2
Suances,2016-11-01,Noviembre 2016,1497.5,1.498 €/m2
Suances,2016-10-01,Octubre 2016,1513.94,1.514 €/m2
Suances,2016-09-01,Septiembre 2016,1519.14,1.519 €/m2
Suances,2016-08-01,Agosto 2016,1538.77,1.539 €/m2
Suances,2016-07-01,Julio 2016,1537.62,1.538 €/m2
Suances,2016-06-01,Junio 2016,1530.28,1.530 €/m2
Suances,2016-05-01,Mayo 2016,1532.13,1.532 €/m2
Suances,2016-04-01,Abril 2016,1545.42,1.545 €/m2
Suances,2016-03-01,Marzo 2016,1565.41,1.565 €/m2
Suances,2016-02-01,Febrero 2016,1539.86,1.540 €/m2
Suances,2016-01-01,Enero 2016,1535.73,1.536 €/m2
Suances,2015-12-01,Diciembre 2015,1551.62,1.552 €/m2
Suances,2015-11-01,Noviembre 2015,1561.98,1.562 €/m2
Suances,2015-10-01,Octubre 2015,1560.2,1.560 €/m2
Suances,2015-09-01,Septiembre 2015,1590.77,1.591 €/m2
Suances,2015-08-01,Agosto 2015,1582.29,1.582 €/m2
Suances,2015-07-01,Julio 2015,1530.15,1.530 €/m2
Suances,2015-06-01,Junio 2015,1534.94,1.535 €/m2
Suances,2015-05-01,Mayo 2015,1522.72,1.523 €/m2
Suances,2015-04-01,Abril 2015,1522.89,1.523 €/m2
Suances,2015-03-01,Marzo 2015,1513.9,1.514 €/m2
Suances,2015-02-01,Febrero 2015,1522.08,1.522 €/m2
Suances,2015-01-01,Enero 2015,1491.29,1.491 €/m2
Suances,2014-12-01,Diciembre 2014,1501.12,1.501 €/m2
Suances,2014-11-01,Noviembre 2014,1477.91,1.478 €/m2
Suances,2014-10-01,Octubre 2014,1493.47,1.493 €/m2
Suances,2014-09-01,Septiembre 2014,1511.05,1.511 €/m2
Suances,2014-08-01,Agosto 2014,1501.37,1.501 €/m2
Suances,2014-07-01,Julio 2014,1510.05,1.510 €/m2
Suances,2014-06-01,Junio 2014,1532.92,1.533 €/m2
Suances,2014-05-01,Mayo 2014,1542.23,1.542 €/m2
Suances,2014-04-01,Abril 2014,1540.53,1.541 €/m2
Suances,2014-03-01,Marzo 2014,1519.21,1.519 €/m2
Suances,2014-02-01,Febrero 2014,1514.63,1.515 €/m2
Suances,2014-01-01,Enero 2014,1584.58,1.585 €/m2
Suances,2013-12-01,Diciembre 2013,1589.86,1.590 €/m2
Suances,2013-11-01,Noviembre 2013,1604.78,1.605 €/m2
Suances,2013-10-01,Octubre 2013,1632.76,1.633 €/m2
Suances,2013-09-01,Septiembre 2013,1621.47,1.621 €/m2
Suances,2013-08-01,Agosto 2013,1650.46,1.650 €/m2
Suances,2013-07-01,Julio 2013,1649.55,1.650 €/m2
Suances,2013-06-01,Junio 2013,1633.87,1.634 €/m2
Suances,2013-05-01,Mayo 2013,1639.8,1.640 €/m2
Suances,2013-04-01,Abril 2013,1663.77,1.664 €/m2
Suances,2013-03-01,Marzo 2013,1633.22,1.633 €/m2
Suances,2013-02-01,Febrero 2013,1663.26,1.663 €/m2
Suances,2013-01-01,Enero 2013,1703.57,1.704 €/m2
Suances,2012-12-01,Diciembre 2012,1680.08,1.680 €/m2
Suances,2012-11-01,Noviembre 2012,1613.07,1.613 €/m2
Suances,2012-10-01,Octubre 2012,1645.53,1.646 €/m2
Suances,2012-09-01,Septiembre 2012,1688.81,1.689 €/m2
Suances,2012-08-01,Agosto 2012,1703.48,1.703 €/m2
Suances,2012-07-01,Julio 2012,1733.8,1.734 €/m2
Suances,2012-06-01,Junio 2012,1744.4,1.744 €/m2
Suances,2012-05-01,Mayo 2012,1753.02,1.753 €/m2
Suances,2012-04-01,Abril 2012,1758.75,1.759 €/m2
Suances,2012-03-01,Marzo 2012,1784.92,1.785 €/m2
Suances,2012-02-01,Febrero 2012,1767.7,1.768 €/m2
Suances,2012-01-01,Enero 2012,1800.9,1.801 €/m2
Suances,2011-12-01,Diciembre 2011,1861.94,1.862 €/m2
Suances,2011-11-01,Noviembre 2011,1863.2,1.863 €/m2
Suances,2011-10-01,Octubre 2011,1937.63,1.938 €/m2
Suances,2011-09-01,Septiembre 2011,1918.83,1.919 €/m2
Suances,2011-08-01,Agosto 2011,1915.44,1.915 €/m2
Suances,2011-07-01,Julio 2011,1915.34,1.915 €/m2
Suances,2011-06-01,Junio 2011,1932.37,1.932 €/m2
Suances,2011-05-01,Mayo 2011,1972.52,1.973 €/m2
Suances,2011-04-01,Abril 2011,1995.92,1.996 €/m2
Suances,2011-03-01,Marzo 2011,1977.88,1.978 €/m2
Suances,2011-02-01,Febrero 2011,1947.26,1.947 €/m2
Suances,2011-01-01,Enero 2011,1991.29,1.991 €/m2
Suances,2010-12-01,Diciembre 2010,1993.54,1.994 €/m2
Suances,2010-11-01,Noviembre 2010,2007.16,2.007 €/m2
Suances,2010-10-01,Octubre 2010,2057.5,2.058 €/m2
Suances,2010-09-01,Septiembre 2010,2109.08,2.109 €/m2
Suances,2010-08-01,Agosto 2010,1962.21,1.962 €/m2
Suances,2010-07-01,Julio 2010,-,n.d.
Suances,2010-06-01,Junio 2010,-,n.d.
Suances,2010-05-01,Mayo 2010,-,n.d.
Suances,2010-04-01,Abril 2010,-,n.d.
Suances,2010-03-01,Marzo 2010,-,n.d.
Suances,2010-02-01,Febrero 2010,-,n.d.
Suances,2010-01-01,Enero 2010,-,n.d.
Suances,2009-12-01,Diciembre 2009,-,n.d.
Suances,2009-11-01,Noviembre 2009,-,n.d.
Suances,2009-10-01,Octubre 2009,-,n.d.
Suances,2009-09-01,Septiembre 2009,-,n.d.
Suances,2009-08-01,Agosto 2009,-,n.d.
Suances,2009-07-01,Julio 2009,-,n.d.
Suances,2009-06-01,Junio 2009,-,n.d.
Suances,2009-05-01,Mayo 2009,-,n.d.
Suances,2009-04-01,Abril 2009,-,n.d.
Suances,2009-03-01,Marzo 2009,-,n.d.
Suances,2009-02-01,Febrero 2009,-,n.d.
Suances,2009-01-01,Enero 2009,-,n.d.
Suances,2008-12-01,Diciembre 2008,-,n.d.
Suances,2008-11-01,Noviembre 2008,-,n.d.
Suances,2008-10-01,Octubre 2008,-,n.d.
Suances,2008-09-01,Septiembre 2008,-,n.d.
Suances,2008-08-01,Agosto 2008,-,n.d.
Suances,2008-07-01,Julio 2008,-,n.d.
Suances,2008-06-01,Junio 2008,-,n.d.
Suances,2008-05-01,Mayo 2008,-,n.d.
Suances,2008-04-01,Abril 2008,-,n.d.
Suances,2008-03-01,Marzo 2008,-,n.d.
Suances,2008-02-01,Febrero 2008,-,n.d.
Suances,2008-01-01,Enero 2008,-,n.d.
Suances,2007-12-01,Diciembre 2007,-,n.d.
Suances,2007-11-01,Noviembre 2007,-,n.d.
Suances,2007-10-01,Octubre 2007,-,n.d.
Suances,2007-09-01,Septiembre 2007,-,n.d.
Suances,2007-08-01,Agosto 2007,-,n.d.
Suances,2007-07-01,Julio 2007,-,n.d.
Suances,2007-06-01,Junio 2007,-,n.d.
Suances,2007-05-01,Mayo 2007,-,n.d.
Suances,2007-04-01,Abril 2007,-,n.d.
Suances,2007-03-01,Marzo 2007,-,n.d.
Suances,2007-02-01,Febrero 2007,-,n.d.
Suances,2007-01-01,Enero 2007,-,n.d.
Suances,2006-12-01,Diciembre 2006,-,n.d.
Suances,2006-11-01,Noviembre 2006,-,n.d.
Suances,2006-10-01,Octubre 2006,-,n.d.
Suances,2006-09-01,Septiembre 2006,-,n.d.
Suances,2006-08-01,Agosto 2006,-,n.d.
Suances,2006-07-01,Julio 2006,-,n.d.
Suances,2006-06-01,Junio 2006,-,n.d.
Suances,2006-05-01,Mayo 2006,-,n.d.
Suances,2006-04-01,Abril 2006,-,n.d.
Suances,2006-03-01,Marzo 2006,-,n.d.
Suances,2006-02-01,Febrero 2006,-,n.d.
Suances,2006-01-01,Enero 2006,-,n.d.
Torrelavega,2025-10-01,Octubre 2025,1570.67,1.571 €/m2
Torrelavega,2025-09-01,Septiembre 2025,1580.79,1.581 €/m2
Torrelavega,2025-08-01,Agosto 2025,1531.21,1.531 €/m2
Torrelavega,2025-07-01,Julio 2025,1541.88,1.542 €/m2
Torrelavega,2025-06-01,Junio 2025,1536.53,1.537 €/m2
Torrelavega,2025-05-01,Mayo 2025,1476.15,1.476 €/m2
Torrelavega,2025-04-01,Abril 2025,1444.88,1.445 €/m2
Torrelavega,2025-03-01,Marzo 2025,1436.23,1.436 €/m2
Torrelavega,2025-02-01,Febrero 2025,1405.41,1.405 €/m2
Torrelavega,2025-01-01,Enero 2025,1402.88,1.403 €/m2
Torrelavega,2024-12-01,Diciembre 2024,1404.63,1.405 €/m2
Torrelavega,2024-11-01,Noviembre 2024,1418.73,1.419 €/m2
Torrelavega,2024-10-01,Octubre 2024,1382.05,1.382 €/m2
Torrelavega,2024-09-01,Septiembre 2024,1348.76,1.349 €/m2
Torrelavega,2024-08-01,Agosto 2024,1315.47,1.315 €/m2
Torrelavega,2024-07-01,Julio 2024,1253.36,1.253 €/m2
Torrelavega,2024-06-01,Junio 2024,1257.21,1.257 €/m2
Torrelavega,2024-05-01,Mayo 2024,1241.41,1.241 €/m2
Torrelavega,2024-04-01,Abril 2024,1207.98,1.208 €/m2
Torrelavega,2024-03-01,Marzo 2024,1179.05,1.179 €/m2
Torrelavega,2024-02-01,Febrero 2024,1175.07,1.175 €/m2
Torrelavega,2024-01-01,Enero 2024,1175.3,1.175 €/m2
Torrelavega,2023-12-01,Diciembre 2023,1166.78,1.167 €/m2
Torrelavega,2023-11-01,Noviembre 2023,1135.92,1.136 €/m2
Torrelavega,2023-10-01,Octubre 2023,1118.61,1.119 €/m2
Torrelavega,2023-09-01,Septiembre 2023,1096.02,1.096 €/m2
Torrelavega,2023-08-01,Agosto 2023,1087.68,1.088 €/m2
Torrelavega,2023-07-01,Julio 2023,1046.42,1.046 €/m2
Torrelavega,2023-06-01,Junio 2023,1053.84,1.054 €/m2
Torrelavega,2023-05-01,Mayo 2023,1016.89,1.017 €/m2
Torrelavega,2023-04-01,Abril 2023,1029.93,1.030 €/m2
Torrelavega,2023-03-01,Marzo 2023,1033.9,1.034 €/m2
Torrelavega,2023-02-01,Febrero 2023,1031.05,1.031 €/m2
Torrelavega,2023-01-01,Enero 2023,1012.38,1.012 €/m2
Torrelavega,2022-12-01,Diciembre 2022,1002.25,1.002 €/m2
Torrelavega,2022-11-01,Noviembre 2022,1015.9,1.016 €/m2
Torrelavega,2022-10-01,Octubre 2022,1012,1.012 €/m2
Torrelavega,2022-09-01,Septiembre 2022,997.713,998 €/m2
Torrelavega,2022-08-01,Agosto 2022,1001.64,1.002 €/m2
Torrelavega,2022-07-01,Julio 2022,1000.48,1.000 €/m2
Torrelavega,2022-06-01,Junio 2022,994.907,995 €/m2
Torrelavega,2022-05-01,Mayo 2022,1019.11,1.019 €/m2
Torrelavega,2022-04-01,Abril 2022,1029.46,1.029 €/m2
Torrelavega,2022-03-01,Marzo 2022,1037.89,1.038 €/m2
Torrelavega,2022-02-01,Febrero 2022,1044.51,1.045 €/m2
Torrelavega,2022-01-01,Enero 2022,1041.42,1.041 €/m2
Torrelavega,2021-12-01,Diciembre 2021,1012.2,1.012 €/m2
Torrelavega,2021-11-01,Noviembre 2021,1001.22,1.001 €/m2
Torrelavega,2021-10-01,Octubre 2021,995.325,995 €/m2
Torrelavega,2021-09-01,Septiembre 2021,987.652,988 €/m2
Torrelavega,2021-08-01,Agosto 2021,990.453,990 €/m2
Torrelavega,2021-07-01,Julio 2021,995.041,995 €/m2
Torrelavega,2021-06-01,Junio 2021,995.375,995 €/m2
Torrelavega,2021-05-01,Mayo 2021,988.106,988 €/m2
Torrelavega,2021-04-01,Abril 2021,961.98,962 €/m2
Torrelavega,2021-03-01,Marzo 2021,972.552,973 €/m2
Torrelavega,2021-02-01,Febrero 2021,972.655,973 €/m2
Torrelavega,2021-01-01,Enero 2021,961.379,961 €/m2
Torrelavega,2020-12-01,Diciembre 2020,949.059,949 €/m2
Torrelavega,2020-11-01,Noviembre 2020,956.524,957 €/m2
Torrelavega,2020-10-01,Octubre 2020,965.989,966 €/m2
Torrelavega,2020-09-01,Septiembre 2020,966.249,966 €/m2
Torrelavega,2020-08-01,Agosto 2020,952.747,953 €/m2
Torrelavega,2020-07-01,Julio 2020,983.102,983 €/m2
Torrelavega,2020-06-01,Junio 2020,990.458,990 €/m2
Torrelavega,2020-05-01,Mayo 2020,999.013,999 €/m2
Torrelavega,2020-04-01,Abril 2020,1011.63,1.012 €/m2
Torrelavega,2020-03-01,Marzo 2020,1021.81,1.022 €/m2
Torrelavega,2020-02-01,Febrero 2020,998.245,998 €/m2
Torrelavega,2020-01-01,Enero 2020,1014.59,1.015 €/m2
Torrelavega,2019-12-01,Diciembre 2019,1008.94,1.009 €/m2
Torrelavega,2019-11-01,Noviembre 2019,1018.88,1.019 €/m2
Torrelavega,2019-10-01,Octubre 2019,1010.66,1.011 €/m2
Torrelavega,2019-09-01,Septiembre 2019,1020.55,1.021 €/m2
Torrelavega,2019-08-01,Agosto 2019,1022.54,1.023 €/m2
Torrelavega,2019-07-01,Julio 2019,1035.32,1.035 €/m2
Torrelavega,2019-06-01,Junio 2019,1032.25,1.032 €/m2
Torrelavega,2019-05-01,Mayo 2019,1020.32,1.020 €/m2
Torrelavega,2019-04-01,Abril 2019,1008.48,1.008 €/m2
Torrelavega,2019-03-01,Marzo 2019,1003.75,1.004 €/m2
Torrelavega,2019-02-01,Febrero 2019,991.405,991 €/m2
Torrelavega,2019-01-01,Enero 2019,1005.3,1.005 €/m2
Torrelavega,2018-12-01,Diciembre 2018,1017.54,1.018 €/m2
Torrelavega,2018-11-01,Noviembre 2018,1024.87,1.025 €/m2
Torrelavega,2018-10-01,Octubre 2018,1046.05,1.046 €/m2
Torrelavega,2018-09-01,Septiembre 2018,1060.7,1.061 €/m2
Torrelavega,2018-08-01,Agosto 2018,1025.22,1.025 €/m2
Torrelavega,2018-07-01,Julio 2018,1032.37,1.032 €/m2
Torrelavega,2018-06-01,Junio 2018,1044.49,1.044 €/m2
Torrelavega,2018-05-01,Mayo 2018,1048.62,1.049 €/m2
Torrelavega,2018-04-01,Abril 2018,1052.67,1.053 €/m2
Torrelavega,2018-03-01,Marzo 2018,1059.14,1.059 €/m2
Torrelavega,2018-02-01,Febrero 2018,1050.83,1.051 €/m2
Torrelavega,2018-01-01,Enero 2018,1047.15,1.047 €/m2
Torrelavega,2017-12-01,Diciembre 2017,1045.48,1.045 €/m2
Torrelavega,2017-11-01,Noviembre 2017,1046.74,1.047 €/m2
Torrelavega,2017-10-01,Octubre 2017,1095.61,1.096 €/m2
Torrelavega,2017-09-01,Septiembre 2017,1088.21,1.088 €/m2
Torrelavega,2017-08-01,Agosto 2017,1085.83,1.086 €/m2
Torrelavega,2017-07-01,Julio 2017,1087.32,1.087 €/m2
Torrelavega,2017-06-01,Junio 2017,1087.17,1.087 €/m2
Torrelavega,2017-05-01,Mayo 2017,1084.46,1.084 €/m2
Torrelavega,2017-04-01,Abril 2017,1085.24,1.085 €/m2
Torrelavega,2017-03-01,Marzo 2017,1069.19,1.069 €/m2
Torrelavega,2017-02-01,Febrero 2017,1072.97,1.073 €/m2
Torrelavega,2017-01-01,Enero 2017,1073.07,1.073 €/m2
Torrelavega,2016-12-01,Diciembre 2016,1093.7,1.094 €/m2
Torrelavega,2016-11-01,Noviembre 2016,1102.26,1.102 €/m2
Torrelavega,2016-10-01,Octubre 2016,1115.64,1.116 €/m2
Torrelavega,2016-09-01,Septiembre 2016,1123.3,1.123 €/m2
Torrelavega,2016-08-01,Agosto 2016,1114.11,1.114 €/m2
Torrelavega,2016-07-01,Julio 2016,1074.15,1.074 €/m2
Torrelavega,2016-06-01,Junio 2016,1090.5,1.091 €/m2
Torrelavega,2016-05-01,Mayo 2016,1114.81,1.115 €/m2
Torrelavega,2016-04-01,Abril 2016,1114.84,1.115 €/m2
Torrelavega,2016-03-01,Marzo 2016,1080.42,1.080 €/m2
Torrelavega,2016-02-01,Febrero 2016,1081.83,1.082 €/m2
Torrelavega,2016-01-01,Enero 2016,1102.68,1.103 €/m2
Torrelavega,2015-12-01,Diciembre 2015,1105.73,1.106 €/m2
Torrelavega,2015-11-01,Noviembre 2015,1127.35,1.127 €/m2
Torrelavega,2015-10-01,Octubre 2015,1135.39,1.135 €/m2
Torrelavega,2015-09-01,Septiembre 2015,1145.21,1.145 €/m2
Torrelavega,2015-08-01,Agosto 2015,1137.55,1.138 €/m2
Torrelavega,2015-07-01,Julio 2015,1142.15,1.142 €/m2
Torrelavega,2015-06-01,Junio 2015,1148.61,1.149 €/m2
Torrelavega,2015-05-01,Mayo 2015,1146.24,1.146 €/m2
Torrelavega,2015-04-01,Abril 2015,1142.29,1.142 €/m2
Torrelavega,2015-03-01,Marzo 2015,1141.75,1.142 €/m2
Torrelavega,2015-02-01,Febrero 2015,1132.3,1.132 €/m2
Torrelavega,2015-01-01,Enero 2015,1131.13,1.131 €/m2
Torrelavega,2014-12-01,Diciembre 2014,1137.83,1.138 €/m2
Torrelavega,2014-11-01,Noviembre 2014,1125.95,1.126 €/m2
Torrelavega,2014-10-01,Octubre 2014,1113.93,1.114 €/m2
Torrelavega,2014-09-01,Septiembre 2014,1110.77,1.111 €/m2
Torrelavega,2014-08-01,Agosto 2014,1105.21,1.105 €/m2
Torrelavega,2014-07-01,Julio 2014,1118.4,1.118 €/m2
Torrelavega,2014-06-01,Junio 2014,1124.52,1.125 €/m2
Torrelavega,2014-05-01,Mayo 2014,1130.27,1.130 €/m2
Torrelavega,2014-04-01,Abril 2014,1145.76,1.146 €/m2
Torrelavega,2014-03-01,Marzo 2014,1154.6,1.155 €/m2
Torrelavega,2014-02-01,Febrero 2014,1169.58,1.170 €/m2
Torrelavega,2014-01-01,Enero 2014,1221.12,1.221 €/m2
Torrelavega,2013-12-01,Diciembre 2013,1227.33,1.227 €/m2
Torrelavega,2013-11-01,Noviembre 2013,1240.04,1.240 €/m2
Torrelavega,2013-10-01,Octubre 2013,1254.68,1.255 €/m2
Torrelavega,2013-09-01,Septiembre 2013,1254.64,1.255 €/m2
Torrelavega,2013-08-01,Agosto 2013,1256.76,1.257 €/m2
Torrelavega,2013-07-01,Julio 2013,1269.29,1.269 €/m2
Torrelavega,2013-06-01,Junio 2013,1274.33,1.274 €/m2
Torrelavega,2013-05-01,Mayo 2013,1256.46,1.256 €/m2
Torrelavega,2013-04-01,Abril 2013,1282.6,1.283 €/m2
Torrelavega,2013-03-01,Marzo 2013,1291.23,1.291 €/m2
Torrelavega,2013-02-01,Febrero 2013,1294.42,1.294 €/m2
Torrelavega,2013-01-01,Enero 2013,1295.29,1.295 €/m2
Torrelavega,2012-12-01,Diciembre 2012,1323.75,1.324 €/m2
Torrelavega,2012-11-01,Noviembre 2012,1347.79,1.348 €/m2
Torrelavega,2012-10-01,Octubre 2012,1353.35,1.353 €/m2
Torrelavega,2012-09-01,Septiembre 2012,1385.16,1.385 €/m2
Torrelavega,2012-08-01,Agosto 2012,1361.45,1.361 €/m2
Torrelavega,2012-07-01,Julio 2012,1376.18,1.376 €/m2
Torrelavega,2012-06-01,Junio 2012,1388.08,1.388 €/m2
Torrelavega,2012-05-01,Mayo 2012,1414.46,1.414 €/m2
Torrelavega,2012-04-01,Abril 2012,1453.03,1.453 €/m2
Torrelavega,2012-03-01,Marzo 2012,1467.98,1.468 €/m2
Torrelavega,2012-02-01,Febrero 2012,1483.26,1.483 €/m2
Torrelavega,2012-01-01,Enero 2012,1514.83,1.515 €/m2
Torrelavega,2011-12-01,Diciembre 2011,1578.7,1.579 €/m2
Torrelavega,2011-11-01,Noviembre 2011,1566.84,1.567 €/m2
Torrelavega,2011-10-01,Octubre 2011,1550.93,1.551 €/m2
Torrelavega,2011-09-01,Septiembre 2011,1549.06,1.549 €/m2
Torrelavega,2011-08-01,Agosto 2011,1546.58,1.547 €/m2
Torrelavega,2011-07-01,Julio 2011,1546.84,1.547 €/m2
Torrelavega,2011-06-01,Junio 2011,1562.05,1.562 €/m2
Torrelavega,2011-05-01,Mayo 2011,1572.28,1.572 €/m2
Torrelavega,2011-04-01,Abril 2011,1581.37,1.581 €/m2
Torrelavega,2011-03-01,Marzo 2011,1587.27,1.587 €/m2
Torrelavega,2011-02-01,Febrero 2011,1583.83,1.584 €/m2
Torrelavega,2011-01-01,Enero 2011,1596.83,1.597 €/m2
Torrelavega,2010-12-01,Diciembre 2010,1611.48,1.611 €/m2
Torrelavega,2010-11-01,Noviembre 2010,1633.6,1.634 €/m2
Torrelavega,2010-10-01,Octubre 2010,1605.83,1.606 €/m2
Torrelavega,2010-09-01,Septiembre 2010,1584.1,1.584 €/m2
Torrelavega,2010-08-01,Agosto 2010,1589.72,1.590 €/m2
Torrelavega,2010-07-01,Julio 2010,1580.05,1.580 €/m2
Torrelavega,2010-06-01,Junio 2010,1600.63,1.601 €/m2
Torrelavega,2010-05-01,Mayo 2010,1556.64,1.557 €/m2
Torrelavega,2010-04-01,Abril 2010,1624.71,1.625 €/m2
Torrelavega,2010-03-01,Marzo 2010,1555.02,1.555 €/m2
Torrelavega,2010-02-01,Febrero 2010,1535.19,1.535 €/m2
Torrelavega,2010-01-01,Enero 2010,1593.59,1.594 €/m2
Torrelavega,2009-12-01,Diciembre 2009,1528.89,1.529 €/m2
Torrelavega,2009-11-01,Noviembre 2009,1527.59,1.528 €/m2
Torrelavega,2009-10-01,Octubre 2009,-,n.d.
Torrelavega,2009-09-01,Septiembre 2009,-,n.d.
Torrelavega,2009-08-01,Agosto 2009,-,n.d.
Torrelavega,2009-07-01,Julio 2009,-,n.d.
Torrelavega,2009-06-01,Junio 2009,-,n.d.
Torrelavega,2009-05-01,Mayo 2009,-,n.d.
Torrelavega,2009-04-01,Abril 2009,-,n.d.
Torrelavega,2009-03-01,Marzo 2009,-,n.d.
Torrelavega,2009-02-01,Febrero 2009,-,n.d.
Torrelavega,2009-01-01,Enero 2009,-,n.d.
Torrelavega,2008-12-01,Diciembre 2008,-,n.d.
Torrelavega,2008-11-01,Noviembre 2008,-,n.d.
Torrelavega,2008-10-01,Octubre 2008,-,n.d.
Torrelavega,2008-09-01,Septiembre 2008,-,n.d.
Torrelavega,2008-08-01,Agosto 2008,-,n.d.
Torrelavega,2008-07-01,Julio 2008,-,n.d.
Torrelavega,2008-06-01,Junio 2008,-,n.d.
Torrelavega,2008-05-01,Mayo 2008,-,n.d.
Torrelavega,2008-04-01,Abril 2008,-,n.d.
Torrelavega,2008-03-01,Marzo 2008,-,n.d.
Torrelavega,2008-02-01,Febrero 2008,-,n.d.
Torrelavega,2008-01-01,Enero 2008,-,n.d.
Torrelavega,2007-12-01,Diciembre 2007,-,n.d.
Torrelavega,2007-11-01,Noviembre 2007,-,n.d.
Torrelavega,2007-10-01,Octubre 2007,-,n.d.
Torrelavega,2007-09-01,Septiembre 2007,-,n.d.
Torrelavega,2007-08-01,Agosto 2007,-,n.d.
Torrelavega,2007-07-01,Julio 2007,-,n.d.
Torrelavega,2007-06-01,Junio 2007,-,n.d.
Torrelavega,2007-05-01,Mayo 2007,-,n.d.
Torrelavega,2007-04-01,Abril 2007,-,n.d.
Torrelavega,2007-03-01,Marzo 2007,-,n.d.
Torrelavega,2007-02-01,Febrero 2007,-,n.d.
Torrelavega,2007-01-01,Enero 2007,-,n.d.
Torrelavega,2006-12-01,Diciembre 2006,-,n.d.
Torrelavega,2006-11-01,Noviembre 2006,-,n.d.
Torrelavega,2006-10-01,Octubre 2006,-,n.d.
Torrelavega,2006-09-01,Septiembre 2006,-,n.d.
Torrelavega,2006-08-01,Agosto 2006,-,n.d.
Torrelavega,2006-07-01,Julio 2006,-,n.d.
Torrelavega,2006-06-01,Junio 2006,-,n.d.
Torrelavega,2006-05-01,Mayo 2006,-,n.d.
Torrelavega,2006-04-01,Abril 2006,-,n.d.
Torrelavega,2006-03-01,Marzo 2006,-,n.d.
Torrelavega,2006-02-01,Febrero 2006,-,n.d.
Torrelavega,2006-01-01,Enero 2006,-,n.d.
Tresviso,2025-10-01,Octubre 2025,-,n.d.
Tresviso,2025-09-01,Septiembre 2025,-,n.d.
Tresviso,2025-08-01,Agosto 2025,-,n.d.
Tresviso,2025-07-01,Julio 2025,-,n.d.
Tresviso,2025-06-01,Junio 2025,-,n.d.
Tresviso,2025-05-01,Mayo 2025,-,n.d.
Tresviso,2025-04-01,Abril 2025,-,n.d.
Tresviso,2025-03-01,Marzo 2025,-,n.d.
Tresviso,2025-02-01,Febrero 2025,-,n.d.
Tresviso,2025-01-01,Enero 2025,-,n.d.
Tresviso,2024-12-01,Diciembre 2024,-,n.d.
Tresviso,2024-11-01,Noviembre 2024,-,n.d.
Tresviso,2024-10-01,Octubre 2024,-,n.d.
Tresviso,2024-09-01,Septiembre 2024,-,n.d.
Tresviso,2024-08-01,Agosto 2024,-,n.d.
Tresviso,2024-07-01,Julio 2024,-,n.d.
Tresviso,2024-06-01,Junio 2024,-,n.d.
Tresviso,2024-05-01,Mayo 2024,-,n.d.
Tresviso,2024-04-01,Abril 2024,-,n.d.
Tresviso,2024-03-01,Marzo 2024,-,n.d.
Tresviso,2024-02-01,Febrero 2024,-,n.d.
Tresviso,2024-01-01,Enero 2024,-,n.d.
Tresviso,2023-12-01,Diciembre 2023,-,n.d.
Tresviso,2023-11-01,Noviembre 2023,-,n.d.
Tresviso,2023-10-01,Octubre 2023,-,n.d.
Tresviso,2023-09-01,Septiembre 2023,-,n.d.
Tresviso,2023-08-01,Agosto 2023,-,n.d.
Tresviso,2023-07-01,Julio 2023,-,n.d.
Tresviso,2023-06-01,Junio 2023,-,n.d.
Tresviso,2023-05-01,Mayo 2023,-,n.d.
Tresviso,2023-04-01,Abril 2023,-,n.d.
Tresviso,2023-03-01,Marzo 2023,-,n.d.
Tresviso,2023-02-01,Febrero 2023,-,n.d.
Tresviso,2023-01-01,Enero 2023,-,n.d.
Tresviso,2022-12-01,Diciembre 2022,-,n.d.
Tresviso,2022-11-01,Noviembre 2022,-,n.d.
Tresviso,2022-10-01,Octubre 2022,-,n.d.
Tresviso,2022-09-01,Septiembre 2022,-,n.d.
Tresviso,2022-08-01,Agosto 2022,-,n.d.
Tresviso,2022-07-01,Julio 2022,-,n.d.
Tresviso,2022-06-01,Junio 2022,-,n.d.
Tresviso,2022-05-01,Mayo 2022,-,n.d.
Tresviso,2022-04-01,Abril 2022,-,n.d.
Tresviso,2022-03-01,Marzo 2022,-,n.d.
Tresviso,2022-02-01,Febrero 2022,-,n.d.
Tresviso,2022-01-01,Enero 2022,-,n.d.
Tresviso,2021-12-01,Diciembre 2021,-,n.d.
Tresviso,2021-11-01,Noviembre 2021,-,n.d.
Tresviso,2021-10-01,Octubre 2021,-,n.d.
Tresviso,2021-09-01,Septiembre 2021,-,n.d.
Tresviso,2021-08-01,Agosto 2021,-,n.d.
